category,category0
Science-Geography,Science-Geography1308
Science-Geography,Science-Geography1309
Science-Geography,Science-Geography1310
Science-Geography,Science-Geography1311
Science-Geography,Science-Geography1312
Science-Geography,Science-Geography1313
Science-Geography,Science-Geography1314
Science-Geography,Science-Geography1315
Science-Geography,Science-Geography1316
Science-Geography,Science-Geography1317
Science-Geography,Science-Geography1318
Science-Geography,Science-Geography1319
Science-Geography,Science-Geography1320
Science-Geography,Science-Geography1321
Science-Geography,Science-Geography1322
Science-Geography,Science-Geography1323
Science-Geography,Science-Geography1324
Science-Geography,Science-Geography1325
Science-Geography,Science-Geography1326
Science-Geography,Science-Geography1327
Science-Geography,Science-Geography1328
Science-Geography,Science-Geography1329
Science-Geography,Science-Geography1330
Science-Geography,Science-Geography1331
Science-Geography,Science-Geography1332
Science-Geography,Science-Geography1333
Science-Geography,Science-Geography1334
Science-Geography,Science-Geography1335
Science-Geography,Science-Geography1336
Science-Geography,Science-Geography1337
Science-Geography,Science-Geography1338
Science-Geography,Science-Geography1339
Science-Geography,Science-Geography1340
Science-Geography,Science-Geography1341
Science-Geography,Science-Geography1342
Science-Geography,Science-Geography1343
Science-Geography,Science-Geography1344
Science-Geography,Science-Geography1345
Science-Geography,Science-Geography1346
Science-Geography,Science-Geography1347
Science-Geography,Science-Geography1348
Science-Geography,Science-Geography1349
Science-Geography,Science-Geography1350
Science-Geography,Science-Geography1351
Science-Geography,Science-Geography1352
Science-Geography,Science-Geography1353
Science-Geography,Science-Geography1354
Science-Geography,Science-Geography1355
Science-Geography,Science-Geography1356
Science-Geography,Science-Geography1357
Science-Geography,Science-Geography1358
Science-Geography,Science-Geography1359
Science-Geography,Science-Geography1360
Science-Geography,Science-Geography1361
Science-Geography,Science-Geography1362
Science-Geography,Science-Geography1363
Science-Geography,Science-Geography1364
Science-Geography,Science-Geography1365
Science-Geography,Science-Geography1366
Science-Geography,Science-Geography1367
Science-Geography,Science-Geography1368
Science-Geography,Science-Geography1369
Science-Geography,Science-Geography1370
Science-Geography,Science-Geography1371
Science-Geography,Science-Geography1372
Science-Geography,Science-Geography1373
Science-Geography,Science-Geography1374
Science-Geography,Science-Geography1375
Science-Geography,Science-Geography1376
Science-Geography,Science-Geography1377
Science-Geography,Science-Geography1378
Science-Geography,Science-Geography1379
Science-Geography,Science-Geography1380
Science-Geography,Science-Geography1381
Science-Geography,Science-Geography1382
Science-Geography,Science-Geography1383
Science-Geography,Science-Geography1384
Science-Geography,Science-Geography1385
Science-Geography,Science-Geography1386
Science-Geography,Science-Geography1387
Science-Geography,Science-Geography1388
Science-Geography,Science-Geography1389
Science-Geography,Science-Geography1390
Science-Geography,Science-Geography1391
Science-Geography,Science-Geography1392
Science-Geography,Science-Geography1393
Science-Geography,Science-Geography1394
Science-Geography,Science-Geography1395
Science-Geography,Science-Geography1396
Science-Geography,Science-Geography1397
Science-Geography,Science-Geography1398
Science-Geography,Science-Geography1399
Science-Geography,Science-Geography1400
Science-Geography,Science-Geography1401
Science-Geography,Science-Geography1402
Science-Geography,Science-Geography1403
Science-Geography,Science-Geography1404
Science-Geography,Science-Geography1405
Science-Geography,Science-Geography1406
Science-Geography,Science-Geography1407
Science-Geography,Science-Geography1408
Science-Geography,Science-Geography1409
Science-Geography,Science-Geography1410
Science-Geography,Science-Geography1411
Science-Geography,Science-Geography1412
Science-Geography,Science-Geography1413
Science-Geography,Science-Geography1414
Science-Geography,Science-Geography1415
Science-Geography,Science-Geography1416
Science-Geography,Science-Geography1417
Science-Geography,Science-Geography1418
Science-Geography,Science-Geography1419
Science-Geography,Science-Geography1420
Science-Geography,Science-Geography1421
Science-Geography,Science-Geography1422
Science-Geography,Science-Geography1423
Science-Geography,Science-Geography1424
Science-Geography,Science-Geography1425
Science-Geography,Science-Geography1426
Science-Geography,Science-Geography1427
Science-Geography,Science-Geography1428
Science-Geography,Science-Geography1429
Science-Geography,Science-Geography1430
Science-Geography,Science-Geography1431
Science-Geography,Science-Geography1432
Science-Geography,Science-Geography1433
Science-Geography,Science-Geography1434
Science-Geography,Science-Geography1435
Science-Geography,Science-Geography1436
Science-Geography,Science-Geography1437
Science-Geography,Science-Geography1438
Science-Geography,Science-Geography1439
Science-Geography,Science-Geography1440
Science-Geography,Science-Geography1441
Science-Geography,Science-Geography1442
Science-Geography,Science-Geography1443
Science-Geography,Science-Geography1444
Science-Geography,Science-Geography1445
Science-Geography,Science-Geography1446
Science-Geography,Science-Geography1447
Science-Geography,Science-Geography1448
Science-Geography,Science-Geography1449
Science-Geography,Science-Geography1450
Science-Geography,Science-Geography1451
Science-Geography,Science-Geography1452
Science-Geography,Science-Geography1453
Science-Geography,Science-Geography1454
Science-Geography,Science-Geography1455
Science-Geography,Science-Geography1456
Science-Geography,Science-Geography1457
Science-Geography,Science-Geography1458
Science-Geography,Science-Geography1459
Science-Geography,Science-Geography1460
Science-Geography,Science-Geography1461
Science-Geography,Science-Geography1462
Science-Geography,Science-Geography1463
Science-Geography,Science-Geography1464
Science-Geography,Science-Geography1465
Science-Geography,Science-Geography1466
Science-Geography,Science-Geography1467
Science-Geography,Science-Geography1468
Science-Geography,Science-Geography1469
Science-Geography,Science-Geography1470
Science-Geography,Science-Geography1471
Science-Geography,Science-Geography1472
Science-Geography,Science-Geography1473
Science-Geography,Science-Geography1474
Science-Geography,Science-Geography1475
Science-Geography,Science-Geography1476
Science-Geography,Science-Geography1477
Science-Geography,Science-Geography1478
Science-Geography,Science-Geography1479
Science-Geography,Science-Geography1480
Science-Geography,Science-Geography1481
Science-Geography,Science-Geography1482
Science-Geography,Science-Geography1483
Science-Geography,Science-Geography1484
Science-Geography,Science-Geography1485
Science-Geography,Science-Geography1486
Science-Geography,Science-Geography1487
Science-Geography,Science-Geography1488
Science-Geography,Science-Geography1489
Science-Geography,Science-Geography1490
Science-Geography,Science-Geography1491
Science-Geography,Science-Geography1492
Science-Geography,Science-Geography1493
Science-Geography,Science-Geography1494
Science-Geography,Science-Geography1495
Science-Geography,Science-Geography1496
Science-Geography,Science-Geography1497
Science-Geography,Science-Geography1498
Science-Geography,Science-Geography1499
Science-Geography,Science-Geography1500
Science-Geography,Science-Geography1501
Science-Geography,Science-Geography1502
Science-Geography,Science-Geography1503
Science-Geography,Science-Geography1504
Science-Geography,Science-Geography1505
Science-Geography,Science-Geography1506
Science-Geography,Science-Geography1507
Science-Geography,Science-Geography1508
Science-Geography,Science-Geography1509
Science-Geography,Science-Geography1510
Science-Geography,Science-Geography1511
Science-Geography,Science-Geography1512
Science-Geography,Science-Geography1513
Science-Geography,Science-Geography1514
Science-Geography,Science-Geography1515
Science-Geography,Science-Geography1516
Science-Geography,Science-Geography1517
Science-Geography,Science-Geography1518
Science-Geography,Science-Geography1519
Science-Geography,Science-Geography1520
Science-Geography,Science-Geography1521
Science-Geography,Science-Geography1522
Science-Geography,Science-Geography1523
Science-Geography,Science-Geography1524
Science-Geography,Science-Geography1525
Science-Geography,Science-Geography1526
Science-Geography,Science-Geography1527
Science-Geography,Science-Geography1528
Science-Geography,Science-Geography1529
Science-Geography,Science-Geography1530
Science-Geography,Science-Geography1531
Science-Geography,Science-Geography1532
Science-Geography,Science-Geography1533
Science-Geography,Science-Geography1534
Science-Geography,Science-Geography1535
Science-Geography,Science-Geography1536
Science-Geography,Science-Geography1537
Science-Geography,Science-Geography1538
Science-Geography,Science-Geography1539
Science-Geography,Science-Geography1540
Science-Geography,Science-Geography1541
Science-Geography,Science-Geography1542
Science-Geography,Science-Geography1543
Science-Geography,Science-Geography1544
Science-Geography,Science-Geography1545
Science-Geography,Science-Geography1546
Science-Geography,Science-Geography1547
Science-Geography,Science-Geography1548
Science-Geography,Science-Geography1549
Science-Geography,Science-Geography1550
Science-Geography,Science-Geography1551
Science-Geography,Science-Geography1552
Science-Geography,Science-Geography1553
Science-Geography,Science-Geography1554
Science-Geography,Science-Geography1555
Science-Geography,Science-Geography1556
Science-Geography,Science-Geography1557
Science-Geography,Science-Geography1558
Science-Geography,Science-Geography1559
Science-Geography,Science-Geography1560
Science-Geography,Science-Geography1561
Science-Geography,Science-Geography1562
Science-Geography,Science-Geography1563
Science-Geography,Science-Geography1564
Science-Geography,Science-Geography1565
Science-Geography,Science-Geography1566
Science-Geography,Science-Geography1567
Science-Geography,Science-Geography1568
Science-Geography,Science-Geography1569
Science-Geography,Science-Geography1570
Science-Geography,Science-Geography1571
Science-Geography,Science-Geography1572
Science-Geography,Science-Geography1573
Science-Geography,Science-Geography1574
Science-Geography,Science-Geography1575
Science-Geography,Science-Geography1576
Science-Geography,Science-Geography1577
Science-Geography,Science-Geography1578
Science-Geography,Science-Geography1579
Science-Geography,Science-Geography1580
Science-Geography,Science-Geography1581
Science-Geography,Science-Geography1582
Science-Geography,Science-Geography1583
Science-Geography,Science-Geography1584
Science-Geography,Science-Geography1585
Science-Geography,Science-Geography1586
Science-Geography,Science-Geography1587
Science-Geography,Science-Geography1588
Science-Geography,Science-Geography1589
Science-Geography,Science-Geography1590
Science-Geography,Science-Geography1591
Science-Geography,Science-Geography1592
Science-Geography,Science-Geography1593
Science-Geography,Science-Geography1594
Science-Geography,Science-Geography1595
Science-Geography,Science-Geography1596
Science-Geography,Science-Geography1597
Science-Geography,Science-Geography1598
Science-Geography,Science-Geography1599
Science-Geography,Science-Geography1600
Science-Geography,Science-Geography1601
Science-Geography,Science-Geography1602
Science-Geography,Science-Geography1603
Science-Geography,Science-Geography1604
Science-Geography,Science-Geography1605
Science-Geography,Science-Geography1606
Science-Geography,Science-Geography1607
