,name,author,book_depository_stars,isbn,category
364,Miller's Review of Critical Vaccine Studies,Neil Z. Miller,4.5,9781881217404,Medical
365,Active Birth,Janet Balaskas,4.0,9781558320383,Medical
366,The Reconnection,Eric Pearl,4.0,9781401902100,Medical
367,Self-Esteem Workbook for Teens,Lisa M. Schab,4.0,9781608825820,Medical
368,The Aware Baby,Ph.D  Aletha J. Solter,4.0,9780961307370,Medical
369,Play Therapy,Virginia M. Axline,4.0,9780345303356,Medical
370,The Longevity Diet,Valter Longo,4.0,9781405933940,Medical
371,An Introduction to the Lightning Process (R),Phil Parker,3.5,9781781800577,Medical
372,Baby-Led Weaning,Gill Rapley,4.0,9781615190218,Medical
373,The Brain That Changes Itself,Norman Doidge,4.0,9780670038305,Medical
374,Guyton and Hall Textbook of Medical Physiology,John E. Hall,4.0,9781455770052,Medical
375,Stahl's Essential Psychopharmacology,Stephen M. Stahl,4.5,9781107686465,Medical
376,Love's Executioner,Irvin D. Yalom,4.0,9780465020119,Medical
377,Concise Rules of APA Style,American Psychological Association,4.0,9781433805608,Medical
378,Veterinary Anatomy Coloring Book,Baljit Singh,4.0,9781455776849,Medical
379,Anatomy Of An Epidemic,Robert Whitaker,4.0,9780307452429,Medical
380,Human Anatomy,Margaret Matt,4.0,9780486241388,Medical
381,The Story of the Human Body,Daniel Lieberman,4.0,9780141399959,Medical
382,Ketotarian,Will Cole,3.5,9780525537175,Medical
383,Neuroanatomy through Clinical Cases,Hal Blumenfeld,4.5,9780878936137,Medical
384,Into the Magic Shop,Director James R Doty,4.0,9780399183645,Medical
385,"Taking Charge of ADHD, Third Edition",Russell A. Barkley,4.0,9781462507894,Medical
386,How Doctors Think,Jerome E. Groopman,4.0,9780547053646,Medical
387,Pregnancy For Men (Revised Edition),Mark Woods,4.0,9781905410620,Medical
388,Nursing Calculations,Nicole Phillips,4.0,9780702062315,Medical
389,Loving Someone with Borderline Personality Disorder,Shari Y. Manning,4.0,9781593856076,Medical
390,"Herbal Antibiotics, 2nd Edition",Stephen Harrod Buhner,4.5,9781603429870,Medical
391,Undo It!,Dean Ornish MD,4.0,9780525479970,Medical
392,Last's Anatomy,Chummy S. Sinnatamby,4.0,9780702033957,Medical
393,Exploring Feelings,Tony Attwood,4.0,9781932565218,Medical
394,Between Heaven and Earth,Harriet Beinfield,4.0,9780345379740,Medical
395,It's All in Your Head,Dr. Suzanne O'Sullivan,4.0,9780099597858,Medical
396,Anti-Oedipus,Professor Gilles Deleuze,4.0,9780143105824,Medical
397,The Circle of Security Intervention,Bert Powell,4.5,9781593853143,Medical
398,Stealing Fire,Steven Kotler,4.0,9780062429667,Medical
399,Drugs in Anaesthesia and Intensive Care,Edward Scarth,5.0,9780198768814,Medical
400,Hardwiring Happiness,Rick Hanson,3.5,9781846043574,Medical
401,Trauma-Proofing Your Kids,Maggie Kline,4.0,9781556436994,Medical
402,Fat Chance,Robert Lustig,4.0,9780007514144,Medical
403,The Anxiety Journal,Corinne Sweet,4.0,9780752266275,Medical
404,Oxford Handbook of Clinical Dentistry,David A. Mitchell,4.0,9780199679850,Medical
405,The Checklist Manifesto,Atul Gawande,4.0,9780312430009,Medical
406,Childhood Disrupted,Donna Jackson Nakazawa,4.5,9781476748368,Medical
407,Oxford Handbook of Emergency Medicine,Jonathan Wyatt,4.5,9780199589562,Medical
408,Asperger's Syndrome,Tony Attwood,4.0,9781853025778,Medical
409,Playing and Reality,D. W. Winnicott,4.0,9780415345460,Medical
410,8 Steps to a Pain-free Back,Esther Gokhale,4.0,9780979303609,Medical
411,Attachment Theory in Practice,Susan M. Johnson,4.5,9781462538249,Medical
412,Grow Your Own Drugs,James Wong,4.0,9780007307135,Medical
413,Understanding Nutrition with Online Study Tools,Eleanor Whitney,4.0,9780170366670,Medical
414,Dare,Barry Mcdonagh,4.5,9780956596253,Medical
416,Art as Therapy,Alain Botton,4.0,9780714872780,Medical
417,Trauma Through A Childs Eyes,Maggie Kline,4.5,9781556436307,Medical
418,Psychiatric & Mental Health Nursing,Katie Evans,0.0,9780729542319,Medical
419,Ready To Run,Kelly Starrett,4.5,9781628600094,Medical
420,Diagnostic and Statistical Manual of Mental Disorders (DSM-5 (R)),American Psychiatric Association,4.0,9780890425541,Medical
421,The Autism Discussion Page on the core challenges of autism,Bill Nason,4.5,9781849059947,Medical
422,Client Centred Therapy (New Ed),Carl Rogers,4.0,9781841198408,Medical
423,Schema Therapy in Practice,Arnoud Arntz,4.0,9781119962861,Medical
424,Packing for Mars,Mary Roach,4.0,9781851688234,Medical
425,Attachment-Focused Family Therapy Workbook,Daniel A. Hughes,4.5,9780393706499,Medical
426,Vibrational Medicine,Richard Gerber,4.5,9781879181588,Medical
427,Alchemy of Herbs,Rosalee De La Foret,4.5,9781401950064,Medical
428,"Eye Movement Desensitization and Reprocessing (EMDR) Therapy, Third Edition",Francine Shapiro,4.0,9781462532766,Medical
429,Play Therapy,Garry L. Landreth,4.5,9780415886819,Medical
430,Jung: A Very Short Introduction,Anthony Stevens,4.0,9780192854582,Medical
431,Dr Podcast Scripts for the Primary FRCA,Rebecca A. Leslie,4.5,9781107401013,Medical
432,The Strength Training Anatomy Workout,Frederic Delavier,4.0,9781450400954,Medical
433,Clean Gut,Alejandro Junger,4.0,9780062075871,Medical
434,Cure Tooth Decay,Ramiel Nagel,4.0,9780982021309,Medical
435,Interview Guide for Evaluation of Dsm-V Disorders,Zimmerman,4.0,9780963382115,Medical
436,The Hormone Reset Diet,Sara Gottfried,3.5,9780062316257,Medical
437,Trauma-Sensitive Mindfulness,David A. Treleaven,4.5,9780393709780,Medical
438,The Big Fat Activity Book for Pregnant People,Jordan Reid,4.5,9781409173892,Medical
439,The American Indian Secrets of Crystal Healing,Luc Bourgault,4.0,9780572022631,Medical
440,Counseling with Choice Theory,William Glasser,4.0,9780060953669,Medical
441,Your Body Speaks Your Mind,Deb Shapiro,4.0,9780749927837,Medical
442,Engaging Autism,Stanley I. Greenspan,4.0,9780738210940,Medical
443,The Autoimmune Solution Cookbook,Amy Myers,3.5,9780062853547,Medical
444,The Myth of Mental Illness,Thomas S. Szasz,4.0,9780061771224,Medical
445,Pharmacology for Anaesthesia and Intensive Care,Tom E. Peck,1.5,9781107657267,Medical
446,"Your Spine, Your Yoga",Bernie Clark,4.5,9780968766552,Medical
447,The Complete Book Of Ayurvedic Home Remedies,Vasant Lad,4.0,9780749927653,Medical
448,Spirit Catches You and You Fall Down,Anne Fadiman,4.0,9780374533403,Medical
449,Super Immunity,Joel Fuhrman,4.0,9780062080646,Medical
450,Schema Therapy,Jeffrey Young,4.0,9780415462990,Medical
451,T A Today,Ian Stewart,4.0,9781870244022,Medical
452,Oxford Handbook of General Practice,Chantal Simon,4.0,9780199671038,Medical
453,The Fragrant Mind,Valerie Ann Worwood,4.5,9780553407990,Medical
454,The Body Remembers Casebook,Babette Rothschild,4.0,9780393704006,Medical
455,The Primal Wound: Understanding the Adopted Child,Nancy Verrier,4.0,9780963648006,Medical
456,The Low-FODMAP Recipe Book,Lucy Whigham,3.5,9781912023035,Medical
457,Getting Unstuck in ACT,Russ Harris,4.5,9781608828050,Medical
458,Eat Right for Blood Type O,Dr. Peter J. D'Adamo,4.0,9780241954331,Medical
459,The Amazing Liver and Gallbladder Flush,Andreas Moritz,4.0,9780984595440,Medical
460,Last'S Anatomy Revised 9e,McMinn,4.0,9780729537520,Medical
461,A Colorful Introduction to the Anatomy of the Human Brain,John P. J. Pinel,4.0,9780205548743,Medical
462,Fat for Fuel Ketogenic Cookbook,Joseph Mercola,3.5,9781401955410,Medical
463,Psychopath Free,Jackson Mackenzie,4.0,9780425279991,Medical
464,Handbook of Hypnotic Suggestions and Metaphors,D. Corydon Hammond,4.0,9780393700954,Medical
465,Ross & Wilson Anatomy and Physiology in Health and Illness,Grant,4.0,9780702072765,Medical
466,The Mind-Gut Connection,Emeran Mayer,3.5,9780062376558,Medical
467,Attachment in Psychotherapy,David J. Wallin,4.5,9781462522712,Medical
468,The Maudsley Prescribing Guidelines in Psychiatry,David Taylor,4.5,9781118754603,Medical
469,On the Move,Oliver Sacks,4.0,9781447264064,Medical
470,The Handbook of Adult Clinical Psychology,Alan Carr,4.5,9781138806306,Medical
471,The Beauty Detox Foods,Kimberly Snyder,4.0,9780373892648,Medical
472,The Body Book,Cameron Diaz,3.5,9780062252746,Medical
473,The Yoga of Herbs,David Frawley,4.5,9780941524247,Medical
474,My Child Won't Eat,Carlos González,4.5,9781780660059,Medical
475,Cognitive Behavior Therapy and Eating Disorders,Christopher G. Fairburn,4.0,9781593857097,Medical
476,The Hot Zone,Richard Preston,4.0,9780385479561,Medical
477,Attachment Play,Aletha Jauch Solter,4.5,9780961307387,Medical
478,If You Meet Buddha-Kill Him,Sheldon Kopp,4.0,9780553278323,Medical
479,Deep Nutrition,Catherine Shanahan,4.5,9781250113849,Medical
480,Person-Centred Counselling in Action,Brian Thorne,4.5,9781446252536,Medical
481,Why We Sleep,Matthew Walker,4.5,9781501144325,Medical
482,How to Play the Piano,James Rhodes,4.0,9781786486424,Medical
483,Essential Medical Statistics,Betty R. Kirkwood,4.0,9780865428713,Medical
484,Essential Oil Safety,Robert Tisserand,4.5,9780443062414,Medical
485,Coping with Trauma-Related Dissociation,Suzette Boon,4.5,9780393706468,Medical
486,After the Affair,Janis Abrahms Spring,4.0,9780062122704,Medical
487,Clinically Oriented Anatomy,Keith L. Moore,4.0,9781451184471,Medical
488,How to Beat Worry and Generalised Anxiety Disorder One Step at a Time,Paul Farrand,4.5,9781472108852,Medical
489,Medical School Interviews: a Practical Guide to Help You Get That Place at Medical School - Over 150 Questions Analysed. Includes Mini-multi Interviews,George Lee,0.0,9781905812059,Medical
490,The School of Life,The School of Life,0.0,9780241382318,Medical
491,Comic Strip Conversations,Carol Gray,3.5,9781885477224,Medical
492,The Touch Of Healing,Alice Burmeister,4.0,9780553377842,Medical
493,Do Not Open This Box: Keri Smith Deluxe Boxed Set,Keri Smith,4.5,9780141978352,Medical
494,Examination Medicine,Talley,5.0,9780729542470,Medical
495,The Thyroid Connection,Amy Myers,3.5,9780316272865,Medical
496,Textbook of Ayurveda,Vasant Lad,4.5,9781883725075,Medical
497,Slow Death by Rubber Duck,Rick Smith,4.0,9781582437026,Medical
498,The No-Cry Nap Solution: Guaranteed Gentle Ways to Solve All Your Naptime Problems,Elizabeth Pantley,3.5,9780071596954,Medical
499,Reiki And The Seven Chakras,Richard Ellis,4.0,9780091882907,Medical
500,CBT Toolbox for Children and Adolescents,Lisa Phifer,4.5,9781683730750,Medical
501,Delavier's Stretching Anatomy,Frederic Delavier,4.5,9781450413985,Medical
502,Dynamic Alignment Through Imagery,Eric Franklin,4.0,9780736067898,Medical
503,Anxiety and Panic,Harry Barry,4.5,9781409174516,Medical
504,Jarvis'S Physical Examination and Health Assessment Anz 2e,Forbes,0.0,9780729541947,Medical
505,The Nervous System Anatomical Chart,Anatomical Chart Company,0.0,9781587790454,Medical
506,Bowls of Goodness: Vibrant Vegetarian Recipes Full of Nourishment,Nina Olsson,4.0,9780857833914,Medical
507,Principles of Physiology for the Anaesthetist,Peter Kam,0.0,9781444135237,Medical
508,"Eat Rich, Live Long",Ivor Cummins,4.5,9781628602739,Medical
509,Healing the Child Within,Charles L. Whitfield,4.0,9780932194404,Medical
510,Wreck This Journal (Duct Tape),Keri Smith,4.0,9780399162701,Medical
511,The Complete Homeopathy Handbook,Miranda Castro,4.0,9780312063207,Medical
512,The Food Medic for Life,Dr Hazel Wallace,4.5,9781473650572,Medical
513,Starving the Anger Gremlin for Children Aged 5-9,Kate Collins-Donnelly,4.0,9781849054935,Medical
514,Social Skills Training,Ph D Jed E Baker,4.0,9781931282208,Medical
515,Why We Sleep,Matthew Walker,4.5,9781501144318,Medical
516,The Pleasure Trap,Douglas J Lisle,4.0,9781570671975,Medical
517,Compassion Focused Therapy,Prof Paul Gilbert,4.0,9780415448079,Medical
518,"Mindfulness-Based Cognitive Therapy for Depression, Second Edition",Zindel V. Segal,4.5,9781462507504,Medical
519,Illustrated Textbook of Paediatrics,Tom Lissauer,4.0,9780723435655,Medical
520,Radiant - Eat Your Way to Healthy Skin,Hanna Sillitoe,4.0,9780857833921,Medical
521,Migraine,Oliver Sacks,4.0,9780330526142,Medical
522,Three Birds Renovations,Bonnie Hindmarsh,4.0,9781760634407,Medical
523,Oxford Handbook of Clinical Medicine and Oxford Assess and Progress: Clinical Medicine Pack,Murray Longmore,4.5,9780199688128,Medical
524,The Iodine Crisis,Lynne Farrow,4.0,9780986032004,Medical
525,Coconut Cures,Bruce Fife,4.5,9780941599603,Medical
526,Taking Charge of Adult ADHD,Russell A. Barkley,4.0,9781606233382,Medical
527,The Body Electric,Robert O. Becker,4.0,9780688069711,Medical
528,Messages From The Masters,Brian Weiss,4.5,9780749921675,Medical
529,The Unofficial Guide to Passing OSCEs,Zeshan Qureshi,4.0,9780957149908,Medical
530,The Wahls Protocol,Terry Wahls,4.0,9781785041426,Medical
531,Working Stiff,Judy Melinek,4.0,9781476727264,Medical
532,The Fast Metabolism Diet,Haylie Pomroy,4.0,9780091948184,Medical
533,Mindfulness for Life,Stephen McKenzie,4.0,9781780338392,Medical
534,Medical Herbalism,David Hoffmann,4.5,9780892817498,Medical
535,Molecules of Emotion The Science Behind Mind Body Medicine,Candace Pert,4.0,9780684846347,Medical
536,Concise Medical Dictionary,Elizabeth Martin,4.5,9780199687817,Medical
537,Pocket Guide to Interpersonal Neurobiology,Daniel J. Siegel,4.5,9780393707137,Medical
538,Helping Your Child with Extreme Picky Eating,Katja Rowell MD,4.0,9781626251106,Medical
539,Life Lessons from a Brain Surgeon,Rahul Jandial,4.5,9780241338681,Medical
540,Your Inner Fish,Neil Shubin,4.0,9780141027586,Medical
541,Learning Emotion-Focused Therapy,Robert Elliott,4.5,9781591470809,Medical
542,The Immune System Recovery Plan,Dr Susan Blum,4.0,9781451694970,Medical
543,The Concise Human Body Book,DK,4.5,9781405340410,Medical
544,Fresh Vegetable and Fruit Juices,Norman W. Walker,4.5,9780890190333,Medical
545,Ghost Boy,Martin Pistorius,4.0,9781471151002,Medical
546,Neurology Pocketcard Set,Sebastian Stuckrad-Barre,4.0,9781591030454,Medical
547,"Bountiful, Beautiful, Blissful",Gurmukh Kaur Khalsa,4.5,9780312310882,Medical
548,Counselling Adolescents,Kathryn Geldard,4.0,9781446276044,Medical
549,The Vital Psoas Muscle,Jo Ann Staugaard-Jones,4.0,9781583944585,Medical
550,"First Aid for the USMLE Step 2 CK, Ninth Edition",Tao Le,4.0,9780071844574,Medical
551,DBT Made Simple,Sheri Van Dijk,4.0,9781608821648,Medical
552,LEGO (R)-Based Therapy,Daniel B. LeGoff,4.0,9781849055376,Medical
553,Think Like a Pancreas,Gary Scheiner,4.5,9780738215143,Medical
554,Why Do I Still Have Thyroid Symptoms? When My Lab Tests Are Normal,Datis Kharrazian,4.0,9780985690403,Medical
555,Attachment-Focused Parenting,Daniel A. Hughes,4.5,9780393705553,Medical
556,Oxford Handbook of Clinical Surgery,Greg McLatchie,4.0,9780199699476,Medical
557,Attachment in Psychotherapy,David J. Wallin,4.5,9781593854560,Medical
558,The Schema Therapy Clinician's Guide,Joan M. Farrell,4.0,9781118509173,Medical
559,Talking Back to OCD,John S. March,4.0,9781593853556,Medical
560,The Wahls Protocol,Terry Wahls,4.0,9781583335215,Medical
561,The Brain's Way of Healing,Norman Doidge,4.0,9780670025503,Medical
562,The Autoimmune Paleo Cookbook,Mickey Trescott,4.0,9780578135212,Medical
563,Admissions,Henry Marsh,4.0,9781474603874,Medical
564,"Healthy Sleep Habits, Happy Child",Marc Weissbluth,4.0,9780091902551,Medical
565,The Pocket Guide to the DSM-5 (R) Diagnostic Exam,Abraham M. Nussbaum,4.0,9781585624669,Medical
566,The Drama Of Being A Child,Alice Miller,4.0,9781860491016,Medical
567,Anatomy and Physiology For Dummies,Erin Odya,4.0,9781119345237,Medical
568,Publication Manual of the American Psychological Association,American Psychological Association,3.5,9781433805622,Medical
569,The Wicked Good Ketogenic Diet Cookbook,Amanda C Hughes,4.0,9781623157340,Medical
570,Oxford Handbook of Clinical Specialties,Andrew Baldwin,4.5,9780198719021,Medical
571,The Conversation Train,Joel Shaul,4.5,9781849059862,Medical
572,The Autistic Brain,Temple Grandin,4.0,9781846044496,Medical
573,Cognitive-Behavioral Treatment of Borderline Personality Disorder,Marsha M. Linehan,4.0,9780898621839,Medical
574,The Dukan Diet,Dr Pierre Dukan,3.5,9780307887962,Medical
575,Kumar and Clark's Clinical Medicine,Parveen Kumar CBE BSC MD DM (Hc) Frcp Frcp(edin),4.0,9780702066016,Medical
576,Wild Power,Sjanie Hugo Wurlitzer,4.0,9781781807583,Medical
577,MURTAGH'S GENERAL PRACTICE 7E,J. Murtagh,0.0,9781760422295,Medical
578,Tiny But Mighty,Hannah Shaw,5.0,9781524744069,Medical
579,Essentials of WAIS-IV Assessment,Elizabeth O. Lichtenberger,4.0,9781118271889,Medical
580,Blood Chemistry and CBC Analysis,Dicken Weatherby,4.5,9780976136712,Medical
581,"Kids in the Syndrome Mix of ADHD, LD, Autism Spectrum, Tourette's, Anxiety, and More!",Martin L. Kutscher,4.0,9781849059671,Medical
582,The Horse Anatomy Workbook,Maggie Raynor,4.5,9780851319056,Medical
583,The Wisdom of Psychopaths,Kevin Dutton,3.5,9780099551065,Medical
584,The Modern Herbal Dispensatory,Thomas Easley,4.5,9781623170790,Medical
585,Plants of the Gods,Richard Evans Schultes,4.5,9780892819799,Medical
586,Proof of Heaven,Eben Alexander,3.5,9781451695182,Medical
587,Herbal Antivirals,Stephen Harrod Buhner,4.5,9781612121604,Medical
588,Neurokinetic Therapy,David Weinstock,4.0,9781556438776,Medical
589,The Structure of Magic: A Book About Language and Therapy v. 1,John Grinder,4.0,9780831400446,Medical
590,Clinical Medicine for the MRCP PACES,Gautam Mehta,4.5,9780199542550,Medical
591,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.0,9780618057078,Medical
592,The Art of Gathering,Priya Parker,4.0,9780241973844,Medical
593,Eat Right for Blood Type A,Dr. Peter J. D'Adamo,4.0,9780241954379,Medical
594,Motor Speech Disorders,Joseph R. Duffy,4.0,9780323072007,Medical
595,Counselling Children,Kathryn Geldard,4.0,9781473953338,Medical
596,How Not to Die,Michael Greger,4.5,9781250066114,Medical
597,The Second Brain,Michael Gershon,4.0,9780060930721,Medical
